# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
2082	158.900
9310	158.600
3862	159.600
3970	159.700
6558	159.200
10882	159.700
2610	160.700
4870	160.900
6542	160.700
10230	160.400
2106	161.800
3114	161.400
838	162.200
12390	162.500
4798	163.400
6342	163.500
618	166.600
718	166.200
890	167.200
6638	167.700
7770	168.000
9218	167.400
12162	168.000
4426	168.400
9038	168.500
11426	168.100
2362	169.300
426	171.700
438	172.800
8114	172.700
9734	174.900
10918	175.200
3734	181.800
7394	182.200
98	183.700
8314	183.900
9502	184.000
1126	184.600
2642	184.700
2834	184.600
5018	184.600
5274	184.600
5698	184.700
6814	185.000
7978	184.900
8410	184.200
10258	186.000
11674	185.600
2570	194.700
1410	196.800
9378	198.700
7130	200.400
8158	200.800
3538	201.100
8858	201.600
3534	202.300
2126	205.500
8342	206.000
10898	211.300
1582	213.500
2906	214.800
574	219.600
1406	220.000
4558	220.000
4658	220.000
5702	219.100
9050	219.300
9334	220.000
10458	219.500
10518	219.600
12134	219.600
278	220.200
3974	220.200
5794	220.200
6354	220.400
11298	221.000
11338	220.100
6290	232.600
9678	232.500
9902	233.600
1638	234.200
9098	235.100
1102	236.500
1242	236.300
10802	236.200
1694	238.600
2266	238.900
11302	238.200
11982	238.500
1350	242.600
2166	243.600
7602	243.900
4582	244.400
7366	244.400
5086	245.200
8486	245.400
11946	247.400
2778	248.700
9550	248.200
6362	250.000
46	250.100
8282	250.700
26	252.000
2058	251.900
8258	251.300
698	252.800
1090	252.600
1530	253.000
3614	252.100
3806	253.000
4250	252.600
5522	252.700
5578	252.200
5642	252.900
9478	252.600
9930	252.700
11342	252.300
12154	252.800
618	253.200
1462	253.600
2926	253.400
4346	253.700
4778	253.400
5574	253.200
6390	253.700
8126	253.600
9514	253.200
9650	253.400
9918	253.700
10258	253.400
10426	253.100
12118	253.500
12294	253.200
10406	269.000
5806	269.200
12078	271.000
3654	271.900
10306	271.700
2126	278.800
3226	278.800
6390	278.500
734	279.100
4086	279.400
5886	279.500
6066	280.000
102	280.800
298	280.800
578	280.800
1478	280.800
1942	280.500
2122	280.600
3634	280.200
4502	280.800
4706	280.500
5214	280.800
5678	280.200
6010	281.000
6870	280.800
8954	280.300
9190	280.600
9714	280.800
10346	280.500
10506	281.000
1250	281.400
2718	281.100
4758	281.200
12118	281.500
4246	290.300
4322	293.000
9014	294.500
610	295.900
2518	295.700
7278	295.200
8446	295.900
10914	295.900
298	297.000
8238	296.800
870	298.000
2874	297.400
6022	297.200
7038	297.100
8534	297.500
9918	298.000
9946	297.200
4246	298.100
8570	298.500
10502	298.900
10882	298.200
10926	298.800
3474	309.700
8026	312.000
11966	313.000
7786	313.400
5982	314.400
2790	315.600
10926	315.500
9274	318.500
11294	318.900
5222	322.000
158	322.900
2502	323.800
7598	324.800
10310	324.600
914	325.300
3758	325.700
8934	326.200
126	332.200
3178	335.000
11394	335.000
4294	335.600
8502	335.500
9442	335.600
6782	336.300
8050	336.600
9514	336.500
114	338.400
6006	338.200
10702	339.400
4262	343.000
8138	342.800
11222	343.200
6234	345.700
7342	345.500
2970	346.200
4842	346.700
10258	346.100
3738	347.700
4594	347.800
1922	350.800
9482	350.800
6254	351.600
6462	352.000
10078	351.100
3298	352.900
3822	353.400
4758	354.500
2286	355.500
2994	355.700
9234	355.900
11138	355.200
2782	356.800
3170	356.100
3390	356.100
6386	357.000
10654	356.700
11338	356.400
2774	357.700
6218	358.100
302	359.300
11242	359.100
550	363.000
3878	363.500
858	365.500
8622	367.700
8750	368.000
4990	368.400
8238	369.000
8410	368.300
2014	369.300
9290	371.200
12014	371.100
11998	372.900
4298	375.000
8526	375.200
7674	377.900
4098	378.600
12290	380.600
8662	382.100
5026	383.700
1002	386.500
7122	387.900
6394	389.000
1170	389.200
5698	390.400
5814	390.900
414	392.000
798	391.200
1738	391.600
3010	391.200
4470	391.900
6710	391.500
6926	391.600
10754	391.200
11726	391.300
230	392.500
7670	392.300
11782	392.400
286	396.800
9290	396.600
9998	400.800
5694	401.700
11858	402.000
7970	403.100
5762	405.000
5630	405.800
10994	406.200
10838	408.200
2234	410.500
1478	413.400
4482	413.400
5638	413.700
5930	413.800
6158	413.100
6566	413.800
2586	414.100
4118	414.800
4358	414.400
5154	414.200
11518	414.700
1978	415.400
4698	415.100
6050	415.300
10162	420.100
7062	421.200
66	422.300
10734	422.600
8022	423.200
8962	423.400
5178	427.400
2778	429.500
386	431.600
9702	431.200
11094	431.900
1754	433.000
9154	432.400
10202	432.500
11962	432.500
846	433.100
2150	433.100
9962	433.400
5374	434.400
9234	434.400
3102	439.900
11338	439.200
1650	440.900
9198	441.700
9954	442.700
11690	442.800
690	443.800
3414	443.300
9142	443.400
390	444.400
2034	444.200
