# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
9798	156.400
1558	158.000
3846	157.200
12194	157.600
2158	158.700
4410	158.400
8166	158.800
9790	158.100
234	159.800
2790	159.500
2934	160.000
3230	159.100
3394	159.500
3722	159.700
4194	159.800
4262	159.700
4354	159.900
5998	159.800
6262	159.800
6586	159.600
7482	159.700
9858	159.200
174	160.400
1062	160.200
1742	160.400
2594	160.300
2598	160.600
2750	160.300
2770	160.200
3266	160.300
4098	160.300
5010	160.100
5066	160.500
5946	160.600
6114	161.000
6358	160.200
7102	160.300
7922	160.300
9434	160.300
10330	160.300
10362	160.400
10506	160.200
10962	160.300
11482	160.200
11762	160.300
11874	160.300
12326	160.100
174	179.300
10330	179.600
2598	180.400
1742	183.600
11874	183.600
70	184.600
3498	184.700
4482	184.600
4546	184.700
5998	184.200
10366	185.000
11762	184.700
2990	185.200
3722	185.200
8734	185.700
11470	186.200
9450	191.100
510	194.000
4242	195.500
6462	198.200
8526	199.000
9698	199.500
6114	201.500
8134	201.200
9542	201.300
9994	201.100
1526	202.600
3434	203.200
11906	203.200
12274	205.600
2598	206.200
4490	206.600
6134	206.300
8826	206.600
9262	206.900
1750	207.800
3722	207.900
5170	207.800
6214	207.600
9022	208.000
9674	207.500
10870	207.900
11622	207.300
178	208.900
6590	208.600
12254	208.500
12442	208.400
1118	214.700
6774	218.000
7766	220.300
1054	221.300
6694	221.700
12194	221.300
5266	222.700
3710	224.400
7602	226.900
4746	227.100
10066	227.400
7330	228.200
7754	228.300
2710	229.900
1630	230.100
3146	233.900
2050	234.900
3698	236.600
10266	236.500
11670	237.000
1526	237.300
11546	237.200
1634	238.900
254	242.400
7426	242.700
3154	243.200
4514	243.400
7078	243.300
12454	243.300
2494	246.400
7910	246.200
558	250.600
7206	251.700
10402	251.200
4002	252.500
8150	253.600
9794	253.600
10358	253.800
1210	254.700
1346	254.900
4602	254.600
5086	254.700
10122	254.700
11582	254.600
7622	261.300
6054	262.100
5718	263.400
7770	266.400
346	267.900
998	269.800
2590	269.900
4602	272.400
10294	273.600
10538	274.200
7162	278.000
9534	278.400
11970	278.500
2946	281.900
5958	283.000
778	283.900
1930	284.000
4250	283.300
4986	283.800
5854	283.700
8398	283.300
414	284.300
1190	284.900
2214	284.900
3722	284.700
5350	284.400
7022	285.000
7898	284.200
486	285.200
2294	285.800
2614	285.800
4890	285.900
5834	285.700
7178	285.800
8130	285.300
8178	285.800
8906	285.700
9054	285.900
9450	285.300
9794	285.900
10406	285.600
10622	285.800
10650	285.900
11394	285.300
11450	286.000
466	286.100
2570	286.100
3550	286.300
5862	286.300
7206	286.100
8054	286.300
9258	286.500
4298	298.600
8118	299.500
11406	301.900
2114	308.900
9826	308.100
10598	308.700
650	309.500
7974	313.900
4050	317.100
5910	317.400
998	319.700
6570	321.400
8130	321.700
6638	322.500
11154	322.800
11466	322.600
6518	326.300
2150	327.500
10318	327.500
250	328.100
2734	328.200
5210	329.000
2574	329.100
4814	330.000
8838	329.400
2998	330.400
9578	335.000
12070	338.600
2546	339.500
7066	339.900
8458	339.500
9502	339.800
5786	340.400
5906	340.600
9538	340.500
606	341.600
5750	341.600
886	342.400
1242	342.600
1950	342.200
3550	342.600
9658	342.400
5402	343.700
7170	343.600
3634	349.400
5478	349.600
8426	350.300
2942	351.300
7462	352.900
202	353.800
4530	353.700
3606	354.100
626	355.400
11150	355.300
398	358.300
9742	358.800
3078	359.700
886	360.600
8258	360.900
510	362.000
722	361.100
1022	361.200
11242	361.700
126	362.100
9038	362.200
1078	363.200
11314	363.200
10926	364.200
3934	366.200
2570	367.600
8022	367.200
3690	368.400
11102	369.400
8198	371.100
4246	373.700
7386	373.800
626	374.100
3322	374.400
6278	375.300
11514	375.900
5570	376.800
5982	376.500
7786	376.200
9246	376.400
10606	376.100
4142	377.500
12198	377.900
1762	378.800
10278	378.800
5454	380.000
7482	379.600
4286	381.000
7698	380.700
8970	380.900
1526	381.700
1546	381.100
6706	381.500
8270	381.900
8746	381.500
9154	381.900
10590	381.500
11862	381.100
4618	382.700
5338	383.000
10170	382.300
11158	382.700
12486	382.500
9102	391.000
9798	394.800
6166	396.000
6194	397.000
9978	396.500
1974	397.600
5914	397.900
6442	397.100
10650	398.000
8770	398.500
10962	402.200
6214	405.800
1450	406.100
12050	407.600
2042	413.200
2086	413.700
9486	413.100
5790	414.100
6898	414.500
6974	414.400
9242	414.500
2546	415.500
10826	415.300
934	416.200
1974	416.900
11850	416.200
1502	417.600
5902	418.600
8914	418.200
4322	420.900
2722	421.700
9278	421.700
4194	423.900
8050	423.900
11422	423.100
2094	424.700
2338	425.000
3218	424.200
4450	424.200
6690	424.900
9850	424.400
10406	424.600
12194	424.100
358	435.000
9662	435.100
10986	436.000
5562	436.800
9758	436.900
2614	437.900
5906	437.600
10626	438.000
4846	438.800
5314	439.100
11366	439.800
7050	443.800
10	445.800
8258	445.600
3678	449.500
5854	449.500
11170	449.300
1310	452.300
6238	452.300
6646	452.800
3470	453.300
6502	453.200
430	454.400
2610	454.300
7206	454.500
7686	456.900
3070	457.700
3754	457.800
6714	457.900
8534	457.800
1838	458.500
11882	458.600
2678	459.100
5274	459.800
578	461.000
4558	461.200
8670	464.200
11042	464.200
10490	467.000
5474	470.500
6418	470.400
1906	471.100
9766	471.500
2010	473.100
434	475.100
1262	475.500
2066	476.800
4630	476.400
6986	476.900
206	477.200
1710	477.400
1826	478.900
2674	478.500
4662	478.800
7290	478.100
11814	478.300
7710	479.100
6766	484.000
3550	487.100
8554	490.700
3214	491.900
3758	491.600
6214	491.600
7898	492.200
502	493.300
558	493.300
566	493.600
2334	493.300
5314	493.400
6050	493.300
10318	493.300
1366	494.800
1750	494.300
1854	494.200
2370	494.300
4418	494.500
4998	494.800
5474	494.100
7682	494.800
7738	495.000
8050	494.500
10090	494.100
10694	494.100
11154	505.900
11902	505.200
10266	506.900
9794	511.900
1858	513.300
7182	513.500
4950	515.000
7274	514.300
5010	516.800
8374	517.500
122	519.100
1350	519.800
10998	521.900
11302	526.400
3426	527.300
9154	527.700
6898	529.200
10066	529.100
4546	530.200
4038	531.600
8166	531.100
9834	531.500
12486	533.000
3874	533.500
9130	533.100
5182	534.800
7570	534.700
8770	534.100
8418	535.900
11502	535.700
4134	536.900
5222	537.000
8338	536.500
338	537.500
886	537.100
1622	537.200
1966	537.900
3186	537.700
4206	537.500
5558	537.800
6126	537.600
6518	537.500
9366	537.800
10698	537.600
806	538.600
6638	538.800
10442	538.300
3578	545.400
5130	545.400
1054	548.800
4514	549.500
8098	549.400
8410	549.100
2802	550.500
6434	550.900
7670	550.300
9254	550.100
10086	551.200
10218	558.400
34	562.600
11322	566.000
7506	568.000
4262	568.600
654	569.100
4234	569.300
9290	569.600
1026	570.600
2010	570.200
9538	571.400
8390	572.600
8846	573.500
870	575.000
1794	574.700
5790	574.100
1158	575.700
4726	576.000
5462	575.500
5706	576.000
7690	575.700
9310	575.800
10650	575.700
10698	575.800
9354	576.300
10430	576.800
10170	577.100
10994	577.500
3442	582.700
9782	582.800
10134	584.500
8046	586.300
818	588.300
7210	590.700
6898	594.700
2130	595.700
270	596.300
1974	596.300
1998	597.400
10174	597.700
3194	599.900
2850	602.200
246	604.000
298	603.700
3634	604.500
4294	605.000
12010	604.100
4090	605.100
9150	605.500
11146	607.000
1994	607.900
2714	607.700
4234	607.500
5574	607.200
6386	607.400
8486	607.300
8910	607.700
1690	608.200
4818	608.700
6174	608.900
3874	609.500
5818	609.900
9398	609.700
10018	609.100
12486	621.900
2610	623.900
6174	624.000
8246	623.400
3006	625.600
7906	625.400
8102	625.500
9934	625.400
4146	626.200
5174	626.900
8542	626.400
9190	626.600
3962	627.200
8546	627.400
9386	628.000
11534	627.600
734	628.300
1114	629.000
1918	628.400
934	630.000
6462	629.400
10318	634.400
1002	636.700
2890	637.900
338	638.100
7238	638.200
7402	638.300
4454	645.000
4846	644.100
7014	645.900
8374	646.900
9754	647.100
5278	648.300
9246	648.800
6662	649.900
970	650.800
7778	650.900
8974	650.600
9582	651.000
