# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
167	159.600
287	160.000
1391	159.200
1787	159.500
5503	159.900
6619	159.800
6951	159.500
8359	159.600
8799	159.900
9215	160.000
9415	159.500
9499	160.000
10983	159.800
11399	160.000
11911	159.900
43	160.300
535	160.600
639	160.500
683	160.800
983	160.600
1079	160.500
1271	160.600
1291	160.100
1307	160.500
1671	160.700
2107	160.600
2143	160.600
2155	160.600
2219	160.600
2391	160.900
2439	160.600
2723	160.100
2779	160.700
2907	160.600
3067	160.600
3075	160.800
3355	160.700
3411	160.300
3623	160.600
3795	160.500
3975	160.900
4195	160.600
4295	160.600
4775	160.800
5063	160.600
5311	160.500
5507	160.600
6151	160.900
6319	160.700
6395	160.100
6507	160.300
6907	160.100
6911	160.600
7183	160.700
7259	160.300
7595	160.900
7623	160.700
7695	160.200
8163	160.600
8655	160.700
8795	160.900
8851	160.900
9267	160.600
9483	160.800
9927	160.400
10167	160.500
10511	160.200
10771	160.500
10803	160.600
10891	160.600
11043	160.400
11395	160.600
11571	160.600
11791	160.600
12003	160.500
12267	160.600
12451	160.700
12495	160.600
783	161.100
2467	161.200
8315	161.100
9475	161.200
7183	175.600
3067	176.300
11571	178.300
8799	184.100
8851	184.700
43	186.000
9499	185.300
2907	187.000
10803	186.100
983	192.900
7675	194.200
2143	195.500
2395	195.900
3975	195.500
10891	195.300
11399	195.100
6151	197.600
11667	197.100
9927	199.900
7019	204.500
3567	205.800
11727	205.800
123	206.100
10699	209.800
1751	217.600
10971	218.900
11255	218.300
567	219.900
2615	220.000
5475	219.600
7923	220.000
12451	219.300
4987	220.700
9643	221.000
1999	224.900
6387	225.000
5267	225.700
5727	225.400
6691	225.200
8911	225.700
927	226.700
5891	226.500
6947	227.000
7183	227.000
8487	227.000
8847	226.300
9483	226.500
10699	226.700
10795	227.000
2611	227.700
2975	227.700
10143	227.400
2127	232.000
7851	233.200
1971	235.800
6711	235.600
3927	236.900
3219	238.000
3839	237.600
7495	237.500
9583	237.100
6487	238.500
8983	239.500
12151	239.300
6219	242.700
1319	243.800
4063	244.000
9179	244.900
1099	245.700
4459	245.500
6619	246.600
4339	248.300
11059	251.300
647	252.900
1867	258.600
5479	258.500
12371	258.400
4023	260.000
979	260.600
3155	262.000
311	264.000
9347	266.800
6059	267.900
10515	267.800
2183	268.100
3247	268.800
11027	270.500
6643	273.400
3315	275.800
1495	277.700
7699	278.900
1931	279.600
2279	279.900
6427	279.900
12235	279.200
5947	280.500
10387	281.900
11115	281.200
763	282.200
3795	282.500
2271	287.700
8795	288.500
5047	289.600
6435	290.000
6451	289.300
9287	290.000
915	290.500
1903	290.400
2595	290.500
4747	290.400
11023	291.000
6015	291.200
9043	294.100
3003	298.200
9983	299.000
311	299.300
3763	299.200
9307	299.200
39	300.500
923	300.100
