# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
3992	155.900
6004	158.000
10764	157.200
7424	158.100
6584	159.900
6788	161.200
4968	162.800
8092	163.200
9356	168.000
2924	168.200
4696	168.800
5540	168.900
1140	169.700
6784	169.800
7388	169.300
3312	170.900
3024	172.200
3536	173.000
4480	173.200
7172	173.900
448	174.900
1336	174.500
1888	174.800
2092	174.600
2992	175.000
6088	175.000
7108	174.700
9176	174.600
11004	174.500
11148	175.000
552	176.000
1260	175.700
2448	175.600
3060	175.200
3348	175.700
3352	175.600
4576	175.800
4600	175.400
5396	175.700
10688	175.600
11308	175.100
2748	190.600
8452	190.600
3984	192.500
11148	192.600
2776	194.000
5388	193.200
10252	193.400
11420	194.000
468	198.000
7372	206.000
9952	207.600
9724	208.200
2052	209.300
11844	209.100
1776	212.900
6736	212.100
9632	212.200
11556	212.600
1356	213.500
8080	213.200
8416	219.700
1804	220.100
8056	228.000
1252	230.300
3088	230.300
7368	232.400
9240	233.500
4808	235.000
2084	236.900
3448	236.700
3904	236.800
4852	236.800
6820	236.900
6968	236.900
8280	237.000
8528	237.000
10592	237.000
10628	237.000
964	237.800
968	237.300
1000	238.000
1348	237.200
2736	237.800
4320	237.400
4860	237.900
7224	237.800
9116	237.300
9156	237.800
10040	237.900
10252	237.100
12272	238.000
1016	238.200
3352	238.100
11044	249.000
9308	250.600
4452	251.700
3108	252.300
5096	253.800
5632	254.000
7872	253.600
8716	254.500
1784	255.500
3060	255.600
5584	255.400
9424	255.500
10808	255.900
9156	256.900
9956	256.800
9876	258.600
480	259.700
6792	260.000
7264	260.100
5176	262.300
9264	262.800
7928	263.600
1988	264.800
5528	264.700
5592	264.300
7420	264.400
9004	264.900
11252	264.600
132	265.300
1016	265.400
6552	265.100
11072	265.100
5216	281.000
5700	280.100
2272	281.500
4852	281.600
5932	281.700
1604	282.300
3532	282.700
5352	282.700
6332	282.600
7044	282.100
11824	283.000
3472	283.100
9444	283.700
4940	295.400
10812	295.800
12220	295.600
7996	296.600
5464	298.600
988	300.400
5824	302.000
3388	302.500
7824	303.700
12176	311.800
5300	312.700
6952	316.400
4452	319.200
12056	321.000
1032	321.300
2048	321.400
2052	321.900
1388	324.000
7228	323.600
836	325.500
4704	325.200
7812	325.800
10444	325.400
11704	325.200
2344	326.700
5084	326.200
8496	327.200
160	328.700
5000	328.200
3916	330.800
9792	332.000
4856	332.400
5236	332.300
4060	334.100
4872	334.300
11208	334.200
3816	335.300
12360	342.500
2408	344.000
3892	346.000
408	346.800
6068	346.600
4616	347.900
8952	347.500
3208	349.300
5660	351.000
7184	350.800
508	351.600
1308	351.300
1688	351.100
5036	351.300
6036	351.700
11784	351.900
560	352.300
2272	352.300
2676	352.300
3556	352.700
4168	352.700
5532	352.500
5756	352.300
8588	352.600
4604	353.900
12160	353.700
2592	355.900
5568	358.000
12016	358.100
736	363.900
740	363.300
3820	363.600
8900	364.000
3592	364.500
8048	364.900
672	365.700
12260	365.200
1508	366.100
10080	369.300
3644	374.700
4548	375.700
11284	376.400
540	377.200
7100	379.300
5264	380.400
5788	380.400
10880	382.000
1664	383.500
12032	383.900
2832	384.100
3916	384.700
6664	388.000
11152	389.800
624	390.800
5316	393.300
7884	393.100
3108	395.800
10788	396.100
608	401.900
9512	401.300
11156	401.800
1100	402.500
1388	402.900
7224	402.700
2580	403.400
3708	403.200
4852	403.200
5556	403.700
10276	403.600
11684	403.400
260	404.200
2008	404.200
5612	404.300
7568	404.300
10052	404.200
10728	404.600
12368	404.400
2760	415.200
2028	416.700
2040	417.000
6604	417.000
11472	416.400
1204	418.400
4064	418.100
2044	420.300
4560	420.600
6772	420.600
9548	420.600
10128	420.600
4420	421.900
4820	422.000
7568	421.600
9136	421.600
12088	421.900
856	422.200
4828	422.200
11712	422.200
6800	425.000
3944	426.000
9412	426.400
328	427.900
516	427.500
1428	427.400
8460	429.500
10472	430.700
696	438.500
1492	438.200
2996	438.800
4604	438.800
8540	438.600
4136	439.300
5876	439.200
7708	440.000
9136	439.500
9916	439.800
1084	440.100
2920	440.200
6680	440.300
12496	440.600
3012	441.200
3664	441.300
8016	443.000
6192	444.400
5584	445.900
7828	445.900
7876	445.200
10252	446.000
2944	446.300
5288	446.300
9932	446.400
1024	447.800
3016	447.800
4912	447.400
6140	447.700
7264	447.800
