# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
3790	158.400
6034	159.000
362	159.900
874	159.900
886	159.300
1314	160.000
4494	159.800
5086	159.800
5506	160.000
8546	160.000
8746	159.600
9398	159.900
82	160.900
610	160.200
678	161.000
926	160.700
994	160.700
1674	161.000
1882	161.000
1922	161.000
2198	160.900
2494	160.900
2734	160.200
3578	160.900
3734	160.900
4038	160.900
4598	160.900
4970	161.000
5314	160.800
5406	160.800
5526	161.000
6250	160.800
6390	160.900
6434	160.300
7098	160.300
7322	161.000
7554	160.900
7622	160.800
7670	161.000
7994	160.800
8158	161.000
8410	160.800
8418	160.900
8462	160.900
8634	160.800
8782	161.000
8994	161.000
9038	160.800
9346	160.200
10006	160.800
10174	160.900
10262	160.700
10510	160.800
10566	160.200
10978	160.100
11534	161.000
12446	160.200
12462	160.800
1102	161.100
1330	161.100
2654	161.100
3738	161.100
5686	161.100
5790	161.600
7894	161.100
8542	161.400
1102	179.600
926	182.800
8158	184.100
2198	191.100
426	193.000
6434	195.800
8782	195.700
8994	196.900
3738	199.200
9234	199.500
2930	200.800
6530	200.200
6886	200.700
10262	200.400
1786	201.100
6982	201.800
10494	201.900
10834	201.700
2090	204.700
4006	206.300
12478	209.700
14	210.400
4322	211.100
4366	214.500
1498	216.000
558	217.700
2254	217.500
2990	217.900
3830	217.400
4810	217.800
5338	217.500
5966	217.200
506	218.500
1062	218.200
1678	218.200
2850	218.900
2954	218.500
5282	218.400
5562	218.500
5618	218.500
8070	218.400
9106	218.500
10626	219.000
102	219.900
2054	219.100
2734	219.400
4930	219.500
7050	219.300
8322	219.500
11154	219.100
12222	219.900
4498	220.500
5566	220.400
7046	225.900
7702	230.600
10602	232.500
3294	234.300
8226	234.400
7386	235.900
11766	235.500
3942	240.900
4914	240.800
7886	240.600
2818	241.500
8634	242.800
1546	243.200
1978	243.900
6002	243.100
3966	244.200
22	245.900
4470	245.200
6262	246.000
5134	247.700
11158	247.500
4074	250.000
5842	250.700
9534	251.800
450	253.900
3174	253.400
3258	253.400
5990	253.600
3302	254.800
8958	254.700
6490	256.000
2734	257.800
11118	258.300
5210	259.100
7898	259.700
10826	259.700
9942	260.400
6178	263.200
12490	265.300
11538	270.400
4950	273.200
1698	274.600
5154	274.700
5094	275.700
6206	277.600
8006	277.600
10750	277.200
9122	278.400
9142	279.400
182	280.400
10602	280.600
314	281.200
8458	283.200
1094	289.200
5666	292.000
8782	294.800
10198	294.300
2574	295.900
6282	296.200
11286	296.400
7138	298.000
7642	297.300
11122	297.200
3614	298.300
