# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
1676	158.700
1948	158.500
844	159.500
4016	159.900
4120	159.800
4480	159.200
4532	159.300
5320	159.800
6376	159.300
7792	159.200
11172	159.800
772	160.600
6308	160.700
9788	160.800
1272	161.800
11216	161.800
11516	161.700
1012	162.400
3488	162.100
5796	162.100
9008	162.800
2332	167.900
4248	167.400
6844	167.100
4212	168.200
8780	168.300
10756	169.100
8256	171.800
9760	171.800
4824	172.800
11660	172.100
1944	173.800
9024	173.800
524	175.000
1560	174.400
3756	174.800
5800	174.100
3076	175.100
5584	176.000
7692	175.100
12376	175.700
1544	176.600
356	178.200
6600	179.400
7496	180.300
7812	180.100
11848	180.500
2608	181.500
6640	182.000
9372	181.400
688	182.500
3544	183.000
4352	182.800
9552	183.000
2788	184.000
3004	183.400
5092	183.300
6224	183.200
7184	183.100
8608	183.400
8752	183.100
9780	183.500
10900	183.300
2084	184.400
8872	184.900
1408	185.300
4172	185.800
5780	185.600
7532	185.900
512	187.000
6000	186.400
7460	186.100
2088	187.900
2944	187.400
5528	187.900
6392	187.100
8200	187.900
9644	187.300
3000	189.700
12044	189.900
2552	190.800
10668	192.400
1576	193.200
3956	195.100
10092	196.800
12024	196.900
6984	198.300
4628	200.300
7252	200.500
9992	200.300
10408	200.200
9748	201.800
5368	202.200
7420	202.200
8020	202.900
6428	204.000
8160	203.900
10404	203.100
9568	205.200
11008	205.100
4028	206.300
4536	206.300
5796	206.500
6884	206.100
1164	207.800
3392	207.900
6860	207.700
376	210.700
10844	210.500
7020	211.100
10200	211.500
4924	214.600
8892	219.000
3804	219.700
10048	219.800
11592	220.200
9140	224.000
980	224.900
5296	225.200
1824	227.000
8908	226.700
11004	226.200
7124	227.700
7376	227.100
11932	227.700
112	228.200
9112	228.800
9660	228.700
10552	228.100
3352	229.600
7212	230.000
5756	230.700
464	233.400
2872	233.200
5044	235.000
4252	235.700
252	236.800
2088	236.600
4376	236.300
11196	236.300
9968	237.300
12396	237.200
11904	239.900
5016	241.000
5244	240.200
1744	241.100
1412	242.100
3568	242.300
7564	242.500
9916	243.000
10660	242.100
2092	243.900
8872	243.500
9496	243.900
12448	243.200
4176	244.500
5436	244.300
3232	245.800
6312	246.000
9628	245.700
12168	245.600
720	247.700
932	248.000
8536	247.400
844	249.800
11216	249.400
3720	250.300
232	251.400
2820	251.300
11764	252.300
2120	253.600
3716	253.500
10220	254.900
3788	255.900
2124	256.600
3080	256.500
5112	257.700
5256	258.700
6568	258.900
7684	258.200
9980	258.600
880	259.300
892	259.700
3388	259.600
5844	259.700
5884	259.600
6516	259.700
6680	259.900
11316	259.900
404	260.700
616	260.900
1940	260.800
1960	261.000
2084	260.700
3164	261.000
3548	260.300
3824	260.300
5052	260.200
5524	260.700
8272	260.500
8752	260.300
8756	261.000
8912	260.600
9036	260.800
9684	260.800
10200	260.500
10376	260.300
3408	264.300
2244	268.800
3428	268.400
4004	268.700
980	270.300
7080	270.900
1568	271.900
532	272.100
1832	272.200
9652	272.400
10980	272.800
10632	273.700
11212	273.100
11704	273.700
6504	276.400
8808	276.200
6628	277.200
8136	277.300
11676	278.900
352	279.500
2600	279.600
7788	280.500
8584	280.800
8680	280.700
9720	280.900
9492	281.600
2324	282.900
2884	282.600
8508	282.900
196	283.200
3212	284.500
304	285.400
820	285.700
824	285.600
2660	285.900
12164	287.100
880	288.400
2880	288.700
9824	289.200
556	290.400
8964	290.400
9628	290.600
5184	291.900
10900	291.100
1424	293.600
6104	294.200
7580	294.800
11224	295.500
12060	298.400
5916	299.400
5484	300.300
8852	300.700
4944	302.600
2756	305.400
3284	305.900
6288	307.400
6712	308.000
8392	308.200
996	311.000
2068	310.100
10212	310.500
4196	311.200
5040	313.300
3340	317.200
8836	318.000
2508	318.100
4448	318.100
8876	318.800
10644	318.200
10280	320.800
11364	320.400
9160	322.100
9628	322.500
3204	323.700
3792	324.900
7472	327.000
11892	326.500
376	331.100
11904	331.600
1524	332.100
5600	333.000
6140	334.400
7112	336.400
2700	338.000
9336	338.700
5284	339.800
7116	339.900
732	340.500
6264	340.500
6456	341.000
3420	341.300
4768	341.200
8788	341.700
9572	342.400
396	344.000
6272	343.800
6328	343.100
7976	343.500
492	345.000
1268	344.500
6300	344.200
8964	344.200
8980	344.300
9264	344.500
9376	344.800
4900	345.500
9080	345.100
444	346.200
1116	346.300
7212	346.300
8604	346.100
7252	347.300
7340	347.100
8208	347.200
9748	348.000
10536	347.400
12500	347.800
3060	348.500
9860	348.100
10148	348.200
128	349.500
1612	350.000
5884	349.100
7436	349.500
1980	350.700
5508	351.200
10024	351.100
9188	352.500
472	353.600
1260	353.800
5956	354.000
7580	353.200
576	354.400
9488	354.800
12352	354.800
4204	355.600
20	357.200
11356	358.500
2440	359.700
12356	361.000
9372	361.300
10680	363.200
2012	364.100
7660	364.400
11124	365.400
9140	366.900
12028	366.600
8412	367.400
5672	372.200
7380	372.600
6820	373.900
8108	373.200
12384	373.700
12456	373.400
932	374.300
7180	374.800
8984	374.400
9212	378.200
12484	378.800
2840	381.800
10092	381.800
996	382.600
3500	382.700
6500	384.800
580	385.800
8740	386.000
9928	385.300
216	386.200
1004	387.900
5936	387.500
10964	387.900
12432	388.800
3068	389.900
4836	389.600
10448	391.000
9476	391.400
10468	392.100
7604	393.800
11484	393.400
1504	394.300
4656	394.700
5016	395.500
8836	395.800
10728	395.900
6388	396.300
3988	397.200
10972	397.700
7384	398.800
10452	398.900
1008	399.400
3668	400.800
2976	401.400
8724	401.600
8028	402.900
6556	403.500
5800	404.300
6484	404.600
9228	404.900
9732	404.600
11132	404.100
460	405.200
1376	405.900
3036	405.200
10268	405.300
11776	405.900
12044	405.800
3020	406.200
3324	406.500
4508	406.600
12148	406.200
12328	406.600
4732	407.800
608	411.900
5920	411.200
3836	412.800
4288	412.300
6264	412.900
4252	413.800
6768	413.300
12376	413.600
5516	415.800
5640	415.300
6456	415.200
12084	416.000
600	416.200
2332	416.800
2956	416.300
3772	416.200
3776	416.300
7112	416.400
7992	416.400
8188	416.500
10312	416.600
5204	417.400
3956	418.500
6544	418.500
8252	418.900
10656	418.700
11772	418.300
3568	421.800
3020	423.000
4248	422.900
4908	422.500
6776	422.400
7484	422.900
7880	422.900
1504	423.200
3732	423.100
8372	423.200
12264	423.200
7592	424.700
3848	426.100
3016	427.600
4572	427.800
1264	428.600
2816	428.300
3384	428.500
6620	428.100
716	429.500
1940	429.600
7220	429.800
3480	430.700
5000	430.100
7300	430.700
10072	430.200
10644	430.300
2552	431.100
9128	431.200
196	434.300
8292	437.000
360	437.800
1728	437.700
4012	437.800
4564	437.800
4844	437.200
8560	437.900
9744	437.700
10640	437.500
10984	437.200
11488	437.500
12024	437.600
12324	437.300
7416	438.200
11696	438.100
4464	444.600
8224	445.000
10088	444.700
6272	445.400
308	446.500
8336	446.400
20	447.300
5796	447.900
3056	449.000
4296	448.800
7656	448.700
5032	449.800
6640	451.000
9652	450.700
5212	451.800
6000	451.900
9444	451.500
10120	451.200
10316	451.600
5572	454.100
10576	457.900
6604	462.800
12380	463.000
1108	463.600
7936	463.500
1836	467.700
6820	468.000
3072	471.800
108	472.900
1196	472.900
1632	472.500
4072	472.200
4588	473.000
7788	472.200
3588	473.100
3936	473.300
5400	473.200
8040	473.100
10244	473.200
11468	473.400
744	474.300
2444	474.100
3032	474.300
11328	474.600
12360	475.400
9628	478.000
4568	478.100
824	480.500
8700	480.200
10856	480.500
11736	482.000
5132	482.900
11488	482.900
11404	483.600
1372	484.400
1092	485.800
4564	487.400
7620	487.700
11916	487.400
4096	488.700
4908	488.700
5436	488.600
10700	488.600
2588	491.000
4052	490.800
10256	491.000
1028	491.400
644	492.800
2600	493.000
8760	492.400
1316	493.600
1652	494.000
2116	494.000
2876	494.800
3948	494.500
7680	494.300
8292	494.300
10824	494.400
1924	495.300
2816	495.100
6204	495.300
7220	495.400
10516	495.600
11472	495.400
12500	495.600
8844	496.200
9288	499.300
8396	501.400
7224	502.800
2428	503.500
3844	503.800
852	504.800
2256	504.100
3212	504.700
3668	504.300
6636	505.000
11140	504.900
5712	505.300
6892	505.600
10460	505.100
10940	505.800
1552	508.400
7180	509.500
