# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
4169	158.000
753	158.800
1021	159.900
1729	159.800
2969	159.100
4593	159.700
7053	160.000
11717	159.600
1373	160.200
5621	160.400
11273	160.600
2821	161.800
9565	161.100
9521	162.500
881	163.600
2777	163.200
7505	163.800
7517	163.200
8353	163.900
4469	165.000
6385	164.100
12177	164.400
3889	165.100
6265	165.300
6633	165.400
9997	165.600
5937	166.800
9585	166.700
9357	168.200
9921	168.500
11853	168.900
473	169.500
2741	172.700
9605	173.100
3737	175.700
7213	175.600
1201	177.000
4133	176.500
2405	177.100
1097	179.000
6153	178.600
6721	178.900
11013	178.700
11765	178.500
3477	180.000
4741	181.200
6293	181.700
7349	181.500
8605	182.600
10265	182.900
11033	182.900
1033	183.200
465	185.800
2117	186.400
7841	188.000
10153	187.900
10173	187.400
10957	187.700
4681	188.200
7973	188.100
12137	188.500
5269	192.600
3509	194.500
8125	194.400
1337	195.200
5489	195.500
9825	195.600
3041	196.200
7805	196.200
9525	196.900
9621	196.600
10557	197.000
209	197.200
4121	197.500
4649	197.100
4977	197.600
7253	197.400
8033	197.500
10161	197.500
12129	197.800
3869	198.200
3973	201.900
7557	201.500
7793	201.800
8513	201.100
509	202.700
1997	202.100
3513	202.500
4165	202.400
4661	202.300
5049	202.300
8301	202.900
10037	202.500
10193	202.800
11917	202.300
5309	203.300
10477	203.400
181	204.100
4041	207.000
10989	206.200
11489	206.900
4473	207.700
11137	207.200
10877	208.100
5421	211.500
10533	211.700
7937	213.000
12325	212.500
3313	213.700
6925	214.900
2337	216.500
4365	218.800
5169	220.500
381	221.900
1753	221.700
1877	221.500
2213	222.000
3737	222.700
3817	222.800
6109	222.500
6529	222.500
8609	222.400
8633	222.900
8857	222.300
9105	222.400
11353	222.800
4937	223.600
9573	223.300
8617	226.500
10233	227.300
3273	229.800
6297	230.100
6493	230.400
2737	232.300
3089	232.600
7185	232.500
8053	232.800
10993	232.900
12041	232.900
849	233.200
2805	233.600
3569	233.400
3925	233.500
7301	233.800
7709	233.600
10205	233.500
12485	233.700
5633	234.200
1061	235.900
9745	235.400
7193	236.600
9165	237.000
5289	237.500
8949	237.900
301	239.000
5201	238.400
6169	238.500
8805	238.600
11249	238.500
11277	238.300
3669	239.500
4801	239.800
6097	240.000
7713	240.800
8249	240.600
5577	241.700
7857	241.900
8045	242.000
10141	241.700
545	242.100
3069	242.100
3765	242.100
10465	242.100
12229	242.300
4029	247.800
10429	247.700
9145	249.400
245	251.900
1517	251.200
10841	251.100
2537	252.100
10817	252.900
11677	252.100
8041	254.900
2545	255.200
10461	256.000
449	256.600
6133	256.500
7037	256.200
10725	256.800
10745	259.800
5093	260.700
11441	261.000
1485	262.000
2217	261.700
4201	261.100
10517	261.900
333	262.400
2225	263.000
6965	263.000
12009	263.600
2665	264.200
10857	264.400
9281	268.700
11613	268.600
1605	270.000
10221	269.500
12277	269.600
6625	270.500
3345	273.000
8765	272.500
9329	274.400
2905	275.800
10065	275.800
5901	276.500
7521	276.500
437	277.800
4017	277.900
9541	277.100
1921	278.600
7773	279.000
9077	278.300
6553	280.000
9873	279.900
10337	279.600
1641	280.300
6189	280.400
6629	282.200
8749	282.700
7913	283.900
9101	283.800
10213	283.100
10421	283.700
12117	283.500
5833	284.300
10741	284.500
6033	286.800
829	287.900
4745	288.600
5	289.700
1041	289.500
1789	289.400
1965	289.800
3569	289.200
2605	290.300
5113	290.700
4181	291.900
10713	291.300
401	292.600
4265	292.400
8909	292.200
2437	294.800
7501	294.100
8013	296.000
11309	296.400
1025	297.600
1733	297.100
1869	298.800
5321	298.900
8605	298.400
12373	298.600
2157	299.400
8773	299.100
12401	299.500
173	300.100
2245	300.600
5665	300.400
7617	300.200
7657	300.800
10569	300.300
3045	301.300
2053	302.600
4941	302.300
2925	304.000
5989	303.500
3785	304.800
4081	304.500
6277	305.000
8033	304.700
181	306.000
1181	305.800
10205	305.300
8145	306.200
2085	308.400
4157	308.300
3989	309.800
109	310.200
3653	310.700
5917	310.500
6385	310.900
11549	311.000
7973	311.900
10721	311.800
5089	315.300
5517	315.100
9477	319.100
11785	319.200
4781	320.900
4961	320.400
3965	321.700
10733	321.700
557	322.200
1221	322.100
7249	322.100
7769	323.000
5369	323.900
9729	323.100
585	324.500
1741	324.900
2177	325.000
2201	324.500
6925	324.200
7541	325.000
861	325.300
1085	325.900
2489	325.600
3901	325.900
5585	325.500
6501	326.000
10753	325.900
4581	326.700
5965	326.100
8897	326.200
11225	326.100
853	327.300
4169	327.600
5825	327.800
7221	327.200
12449	327.200
1701	328.100
1685	329.100
9637	330.000
4349	330.700
10269	330.400
11125	330.500
11485	330.200
6565	333.900
1677	335.700
3177	336.100
725	337.100
5717	338.000
6669	338.000
9925	337.200
1065	338.500
1593	338.800
3953	338.100
9197	338.500
9677	338.100
9913	338.900
3737	348.600
7765	348.900
3537	350.300
5565	351.200
5829	351.800
6917	351.700
7309	351.800
6625	353.000
2241	353.700
7877	354.000
11417	353.700
4613	354.800
10605	354.600
12129	354.300
10977	355.200
5569	358.500
7933	358.800
7053	359.100
4001	361.100
5777	361.800
8765	361.300
8753	362.400
