# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
381	158.400
2737	159.100
5313	159.100
6725	159.200
93	160.700
665	161.000
1857	160.900
3053	161.000
3621	160.800
4525	160.400
5409	160.200
9889	160.400
10585	160.700
10901	160.700
11561	161.000
12329	160.500
2309	161.400
9957	161.100
11009	161.500
11893	168.700
12249	169.900
2961	170.800
6777	171.800
1961	173.700
8489	173.200
8593	173.700
4065	175.000
4817	174.600
5325	175.000
9733	174.100
11565	174.200
11381	175.900
3137	176.900
9569	176.800
10617	177.100
3305	179.100
4077	180.300
5109	180.300
6641	180.100
12477	183.000
5781	185.100
1193	186.300
4377	186.700
9701	186.800
6713	187.800
7413	187.800
8053	187.700
10981	187.200
11233	188.100
3785	189.100
4337	190.300
4849	190.800
9425	190.200
3109	192.000
3045	192.900
12081	192.600
3121	193.400
10913	194.700
3101	195.900
9781	195.100
12253	195.200
5293	196.600
5037	197.500
7121	197.300
9213	197.300
10421	197.300
905	198.300
4045	198.300
8881	198.600
1645	200.800
6037	200.700
1069	201.600
1505	201.700
1641	201.400
2261	201.200
2425	201.900
4313	201.500
5597	201.500
5705	201.400
7353	201.500
7861	201.900
10541	202.000
11869	201.900
1293	202.600
1297	202.100
1369	202.500
2537	202.400
3293	202.500
3821	202.300
4473	202.200
4569	202.100
7233	202.200
7409	202.600
10349	202.300
12101	202.100
12405	202.200
4069	207.500
1033	209.900
11281	210.800
2629	212.000
10857	212.800
5033	214.500
9553	214.800
785	215.500
3649	216.400
8869	219.000
10617	218.300
1513	219.100
609	220.500
10317	222.000
11133	221.400
4557	222.200
5069	222.400
10325	222.200
3345	223.800
4241	223.300
3393	225.600
5553	225.900
7149	225.400
9521	225.700
2297	226.700
6537	226.800
8985	227.500
6597	228.100
8389	228.900
11537	228.100
12069	228.800
817	229.100
2037	229.300
11421	232.000
2377	232.500
11469	233.700
11553	233.200
12173	233.200
233	234.100
7537	234.500
1377	235.700
6177	235.800
12365	236.700
2885	239.000
4333	238.900
9565	238.700
3697	239.100
8193	239.800
8829	239.800
1941	240.300
8957	240.400
7857	241.300
9417	242.900
2065	243.900
9737	243.100
4193	244.800
6997	244.600
7397	244.700
12149	244.900
8369	245.100
2249	246.400
7953	247.200
6753	249.400
9305	249.400
9617	249.900
573	250.800
8289	251.800
1501	252.300
1573	252.100
3509	252.900
5905	252.100
6361	253.000
9957	252.300
11329	252.200
12001	252.600
4633	253.300
4945	253.500
5313	253.200
5497	253.200
7093	253.600
8113	253.300
9457	253.800
5353	254.200
4553	256.800
649	258.900
9789	258.600
7105	261.800
10205	261.500
1989	262.300
11157	263.700
2685	264.400
3637	264.400
5661	265.700
10117	265.900
4217	266.400
5077	266.300
5377	267.400
1189	268.700
7753	270.900
7073	273.800
7301	273.800
7081	274.300
1689	275.700
3037	275.200
3669	275.800
7889	275.300
9245	275.500
10705	275.100
1741	276.400
4045	276.900
6453	277.000
6805	276.100
7277	277.000
1913	277.500
2933	277.500
4509	277.800
4845	277.400
7657	277.800
9673	277.500
9765	277.100
10665	277.400
12181	277.300
12489	277.600
9193	281.300
8337	283.400
9801	283.900
181	284.600
2133	285.000
2293	286.000
2325	285.700
4525	285.200
8541	285.500
5053	288.000
8989	287.200
2357	289.900
3017	289.500
4785	289.700
9753	289.800
10549	289.800
341	290.900
10233	290.900
9357	295.700
4181	296.100
10921	296.700
11933	296.600
6329	297.500
12441	297.100
1661	300.200
2117	300.800
9305	301.000
4221	302.000
2445	305.000
1937	305.500
8905	305.500
5125	306.400
8329	306.300
9	307.400
505	307.500
2757	307.200
4949	308.000
8373	307.600
441	308.300
2357	308.100
6005	308.800
8197	309.700
7725	310.400
2269	311.200
4545	311.200
8101	311.800
8449	311.800
9885	311.400
5793	312.700
3325	313.200
4225	313.300
4889	313.800
11837	313.300
37	315.500
2989	316.400
5893	317.900
11301	317.700
11577	318.500
1409	320.200
4137	320.900
9673	320.300
2597	321.700
3653	321.800
10541	322.400
11089	322.700
1217	327.000
4181	326.700
3621	328.000
4685	327.700
10297	328.000
3697	328.500
6481	328.600
7117	328.900
8917	329.200
12177	330.000
1273	330.200
11781	330.300
10909	333.100
7665	336.300
12257	336.200
4549	338.900
11701	339.000
4117	339.800
4993	339.100
6161	339.900
10793	339.800
4273	342.900
5325	343.000
8565	343.000
11933	342.600
1289	343.600
2205	343.500
7669	343.500
10433	344.100
11369	345.500
5749	349.700
7709	349.600
257	350.700
3929	351.400
4513	352.000
6377	351.700
1313	352.200
10353	352.900
8145	354.100
8993	354.300
4293	355.900
4593	355.900
4817	356.000
9121	356.000
10189	355.300
12465	356.600
3133	358.400
3705	358.200
893	359.800
1573	359.400
2589	359.200
5769	359.700
7413	359.200
9845	359.400
11669	359.200
593	360.900
1281	360.200
1545	361.000
6053	360.300
737	361.400
2925	361.300
11025	361.800
11189	361.800
1193	362.100
2777	362.100
3289	362.600
4137	362.600
1853	363.800
2717	364.700
713	365.400
3029	366.000
5473	365.600
6833	366.200
8741	366.600
10417	366.600
1101	369.200
11857	371.000
6177	371.500
11169	371.600
10801	373.000
193	373.400
3217	373.200
12189	373.300
12221	374.400
3305	376.400
1029	377.900
10905	377.100
11609	377.300
8533	378.500
2153	379.800
11621	379.500
12237	379.700
3349	380.500
3201	383.900
1157	384.600
3505	384.700
12037	384.700
6017	385.200
7197	387.100
8917	387.700
2785	388.800
349	389.300
1129	389.800
6473	389.600
7145	389.900
11281	389.300
12013	389.500
12425	389.700
1425	390.200
2493	390.400
4557	390.300
8121	390.800
29	392.000
937	392.500
4009	393.000
5005	393.700
1145	394.800
8629	394.300
10581	394.700
10709	394.700
409	395.300
9601	395.300
12125	395.100
509	396.300
3645	396.400
5437	396.500
1309	397.900
4933	398.500
8889	398.600
9805	399.000
3245	399.800
7485	399.600
2161	403.000
6025	402.900
7613	402.700
6257	403.400
9497	403.700
3501	404.100
6569	404.700
8481	404.500
2373	406.200
3541	407.000
2705	407.700
3165	407.700
4861	407.300
6105	407.300
7061	407.200
10849	408.000
5965	408.800
10929	408.500
7497	410.900
11525	412.500
11645	412.200
6653	413.600
11989	414.500
9477	417.000
261	418.000
6609	418.700
8225	418.800
7293	419.200
2165	420.900
5841	420.400
10097	420.800
1005	421.500
1401	421.400
6801	421.600
4085	422.300
7417	422.400
11097	423.700
681	424.500
8289	424.200
12101	424.500
6513	426.000
7477	425.300
409	426.500
7697	426.700
11565	426.400
1597	427.700
5253	427.400
10897	427.100
2101	429.700
8717	430.000
9961	429.100
1949	430.200
5893	430.800
6161	431.000
7993	431.400
1237	432.900
2609	432.600
173	433.600
381	433.600
3041	433.800
3825	433.900
4953	433.300
6349	433.100
6649	433.300
6929	433.600
7445	433.500
7529	433.800
8449	433.600
10377	433.700
10777	433.500
12025	433.300
12257	433.500
3129	434.100
9529	434.200
10141	434.100
2545	441.600
4865	442.800
493	444.000
4285	443.900
7805	443.500
10825	443.500
8277	445.300
4109	447.700
10165	448.700
8829	449.500
10389	449.100
249	450.500
6113	451.100
9217	454.000
3713	454.600
11005	456.800
69	457.200
357	457.400
61	458.300
1713	458.800
6689	458.900
7981	458.900
5405	460.600
6153	460.800
8241	460.900
