# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
4228	158.700
8200	158.800
8644	158.800
492	159.700
4380	160.000
10884	159.600
12324	160.000
128	160.700
2160	160.200
2772	160.200
3984	161.000
4120	160.400
4728	160.500
6504	160.500
7012	160.200
1516	161.200
4396	161.800
6024	161.600
6768	161.800
7604	161.600
11420	161.400
1036	162.600
2240	163.000
2608	162.500
3256	162.200
3884	162.700
3916	162.300
4036	163.000
5604	162.200
5704	162.100
5956	162.800
5996	162.700
6500	162.300
8752	162.600
8888	162.700
9652	162.600
10576	162.900
11008	162.100
11112	162.500
12304	162.600
460	163.400
1944	163.600
4220	163.200
4384	163.400
4788	163.900
5184	163.100
5292	163.500
6272	163.300
6564	163.500
7944	163.800
8684	163.900
10336	163.600
11644	163.600
136	164.800
476	164.200
588	164.200
688	164.200
1256	165.000
1300	164.800
1776	164.600
1860	164.300
2052	164.300
2100	164.200
3612	164.800
3952	164.200
4192	164.100
4432	164.500
4988	165.000
5092	164.400
6340	164.500
6980	165.000
6988	164.800
7348	164.400
7624	164.600
7692	164.100
7780	164.800
8208	165.000
8380	164.800
8488	164.300
9192	164.100
9228	164.500
12004	164.900
12148	164.900
580	165.200
2220	165.800
3420	166.000
3732	165.700
3872	165.200
4004	165.400
4376	165.500
6320	165.700
8920	165.300
9520	165.100
9668	165.200
10464	165.900
10660	165.400
12180	165.400
160	167.000
404	166.500
976	166.700
1528	166.600
1992	166.100
3248	166.800
3480	166.900
3856	166.800
3972	166.600
4668	166.400
6312	166.400
7456	166.300
7868	166.400
7904	167.000
9152	166.900
9628	167.000
9696	166.400
9860	166.200
10908	166.300
11888	166.100
572	168.000
728	167.400
988	167.400
1856	168.000
2168	167.600
2336	168.000
3736	167.100
4724	167.500
5356	167.300
6064	167.800
7376	167.200
7548	167.200
9440	167.100
10280	167.300
11032	167.500
11524	167.600
364	168.200
488	168.300
576	168.500
616	168.900
1048	169.000
1328	169.000
2204	168.500
5756	168.800
5760	168.700
7556	169.000
7576	169.000
7640	168.500
8272	168.500
11704	168.400
11904	168.500
540	169.300
1272	169.400
