# NEST version: 3.6.0
# RecordingBackendASCII version: 2
sender	time_ms
5576	158.900
8044	159.200
32	160.600
380	160.900
1448	160.800
1980	160.900
2756	160.900
2948	160.500
3596	160.700
5320	161.000
7324	161.000
7412	161.000
1728	161.900
2312	161.500
2452	161.800
3588	161.100
6268	161.700
6628	161.300
7340	162.000
9636	161.700
9644	161.600
11764	161.600
12128	162.000
252	162.900
576	162.700
1204	162.200
1772	162.500
2024	162.900
2080	162.700
3072	162.400
3420	162.200
4564	163.000
6492	163.000
8264	162.600
9116	162.300
9176	162.100
10360	162.200
10652	162.100
10716	162.200
12024	162.900
2116	163.700
3932	163.900
4732	163.200
4924	163.100
5488	163.200
6056	163.900
6168	163.600
7128	164.000
9588	163.900
9892	164.000
10460	163.400
10740	163.600
11660	163.300
11924	163.600
496	164.900
640	164.400
948	164.900
1392	164.500
1416	164.800
2160	164.200
2704	164.900
2852	164.300
3636	164.600
3684	164.800
4044	164.800
4168	164.500
4432	165.000
5704	164.200
7476	164.500
7596	164.400
8624	164.100
8632	164.300
8712	164.100
9632	165.000
10856	164.900
11880	164.700
932	165.900
1268	165.400
2184	166.000
2776	165.700
3280	165.100
3412	166.000
4448	165.500
6432	165.800
7136	165.100
7244	165.700
9296	165.900
9424	165.300
9444	165.700
10188	166.000
10308	165.400
11276	165.800
11416	165.700
11520	165.700
11636	165.600
12156	165.800
80	166.800
3360	166.900
3880	166.900
4144	166.800
4824	166.500
6328	166.500
7424	166.100
10676	166.100
10896	166.400
11488	166.500
2240	167.900
2880	167.500
2896	167.100
4720	167.700
5296	167.100
5984	167.100
6012	167.100
6500	167.800
6732	167.200
8312	167.600
8724	167.700
9328	167.300
11964	167.800
12248	167.400
12344	167.200
460	168.700
688	168.500
720	168.800
972	168.500
1632	168.900
2476	169.000
3244	168.700
3924	168.200
4276	168.300
5752	168.100
5916	168.300
6284	168.900
6468	168.300
7984	168.400
8768	168.800
8968	168.800
9184	168.100
9348	169.000
9652	168.700
9660	168.800
10332	168.600
11124	168.900
11680	168.700
12476	168.400
916	169.800
1184	169.500
4120	169.600
5160	169.500
5192	169.200
5212	169.500
5524	169.500
5608	170.000
5856	169.200
7940	169.900
8176	169.300
9436	169.900
9820	169.400
10008	169.200
10016	169.200
10220	169.300
11008	169.400
12412	169.800
316	170.200
2512	170.100
2692	170.800
3112	171.000
5628	170.100
5768	170.100
7220	170.700
7364	170.300
7896	170.500
8188	170.600
9232	171.000
12056	170.100
260	171.500
304	171.100
1004	171.900
1112	171.500
1992	171.500
2524	171.700
3856	172.000
4988	172.000
5808	171.800
6488	171.200
6524	171.500
6744	171.800
6776	171.500
8248	171.100
8384	171.300
8504	171.300
9080	172.000
10280	171.800
10324	172.000
11132	171.200
11676	171.600
12232	171.400
12340	171.600
1092	172.700
1208	172.400
1576	172.400
2088	172.200
2552	172.800
3396	172.800
5032	173.000
5800	172.100
7932	173.000
8000	172.300
8156	172.900
9068	172.800
9780	172.100
10432	172.700
12096	172.600
28	174.000
108	173.600
204	173.900
920	173.400
996	173.800
1820	173.100
1944	173.200
3004	173.200
3660	173.700
4248	173.800
4268	173.200
6016	173.800
6032	173.500
11296	173.300
11392	174.000
11704	173.600
11748	173.400
12424	173.900
524	174.600
796	174.400
2092	174.200
2620	175.000
3688	174.700
4776	174.300
5424	174.500
5832	174.900
6132	174.600
6368	174.400
6976	175.000
7592	174.400
7620	175.000
7784	174.700
10940	174.900
10972	174.700
11736	175.000
11740	174.900
12104	174.200
196	175.600
1696	175.100
1780	175.900
2392	175.900
3480	175.300
3840	175.800
4648	175.600
4688	175.500
5812	176.000
5908	175.500
6424	175.300
6484	175.800
7636	175.800
8480	175.600
8596	175.600
9488	175.600
11300	175.500
11516	175.500
12284	175.300
832	176.300
2112	176.500
2720	176.900
3796	176.600
4132	176.200
4316	176.500
4372	176.300
4424	176.800
4540	176.800
4936	176.800
5128	176.200
5184	176.300
6300	176.500
6376	176.600
7256	176.900
8292	176.100
8320	176.700
10180	176.100
10892	176.800
11364	176.300
11604	176.400
12324	177.000
116	177.500
1472	177.600
1960	177.500
4884	177.500
5848	177.200
6148	177.500
6536	177.100
6800	177.800
7560	177.900
7992	177.800
8164	178.000
8336	177.300
